Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_1866,يلعب فريق تولوز هذا الموسم في دوري المؤتمرات,Toulouse plays in the Conference League this season.,"Esta temporada, Toulouse juega en la Conference League.",,"Nesta temporada, o Toulouse está jogando na Conference League","Cette saison, Toulouse évolue en Conference League",Diese Saison spielt Toulouse in der Conference League,В этом сезоне Тулуза играет в Конференц-лиге.,本赛季，图卢兹参加西甲联赛,"इस सीज़न में, टूलूज़ कॉन्फ्रेंस लीग में खेल रहा है"
Q_1867,لم يلعب أي لاعب من التشكيلة الحالية ل تولوز كأس العالم,No player from the current Toulouse squad has played in the World Cup.,Ningún jugador de la actual plantilla del Toulouse ha disputado el Mundial,,Nenhum jogador da atual seleção do Toulouse disputou a Copa do Mundo,Aucun joueur de l'effectif actuel de Toulouse n'a disputé la Coupe du Monde,Kein Spieler aus dem aktuellen Kader von Toulouse hat an der Weltmeisterschaft teilgenommen,Ни один игрок нынешнего состава Тулузы не играл на чемпионате мира.,图卢兹目前阵容中没有球员参加过世界杯,टूलूज़ की मौजूदा टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है
Q_1868,لعب أحد لاعبي التشكيلة الحلية ل تولوز كأس العالم,One of the players in the Toulouse squad played in the World Cup.,Jugó con uno de los jugadores de la convocatoria para el Mundial de Toulouse.,,Ele jogou com um dos jogadores da seleção para a Copa do Mundo de Toulouse,Il a joué l'un des joueurs de l'équipe pour la Coupe du monde à Toulouse.,Er spielte einen der Spieler im Kader für die Weltmeisterschaft in Toulouse,Он играл одним из игроков в составе на чемпионат мира в Тулузе.,他是图卢兹世界杯阵容中的球员之一,उन्होंने टूलूज़ विश्व कप के लिए टीम में एक खिलाड़ी की भूमिका निभाई
Q_1869,في الموسم الماضي لعب تولوز في دوري أبطال أوروبا,Last season Toulouse played in the Champions League.,La temporada pasada el Toulouse jugó la Liga de Campeones,,Na última temporada o Toulouse disputou a Liga dos Campeões,"La saison dernière, Toulouse a joué la Ligue des Champions",Letzte Saison spielte Toulouse in der Champions League,В прошлом сезоне Тулуза выступала в Лиге Чемпионов.,上赛季图卢兹参加了欧洲冠军联赛,पिछले सीज़न में टूलूज़ ने चैंपियंस लीग में खेला था
Q_1870,في الموسم الماضي لعب تولوز في الدوري الأوروبي,Last season Toulouse played in the Europa League.,La temporada pasada el Toulouse jugó en la Europa League,,Na última temporada o Toulouse disputou a Liga Europa,"La saison dernière, Toulouse a joué en Ligue Europa",Letzte Saison spielte Toulouse in der Europa League,В прошлом сезоне Тулуза выступала в Лиге Европы.,上赛季图卢兹参加了欧罗巴联赛,पिछले सीज़न में टूलूज़ ने यूरोपा लीग में खेला था
Q_1871,في الموسم الماضي لعب تولوز في دوري المؤتمرات,Last season Toulouse played in the Conference League.,La temporada pasada el Toulouse jugó en la Conference League,,"Na temporada passada, o Toulouse jogou na Conference League","La saison dernière, Toulouse a joué en Conference League",Letzte Saison spielte Toulouse in der Conference League,В прошлом сезоне «Тулуза» выступала в Конференц-лиге.,上赛季图卢兹参加了分区联赛,पिछले सीज़न में टूलूज़ कॉन्फ्रेंस लीग में खेला था
Q_1872,تعاقد تولوز مع مدرب في بداية الموسم,Toulouse signed a coach at the beginning of the season.,Toulouse contrató un entrenador a principios de temporada,,Toulouse contratou um treinador no início da temporada,Toulouse a embauché un entraîneur en début de saison,Toulouse hat zu Beginn der Saison einen Trainer eingestellt,Тулуза наняла тренера в начале сезона,图卢兹在赛季初聘请了一位教练,टूलूज़ ने सीज़न की शुरुआत में एक कोच नियुक्त किया
Q_1873,تعاقد تولوز مع لاعب مهاجم في بداية الموسم,Toulouse signed a striker at the start of the season.,Toulouse fichó un delantero a principios de temporada,,Toulouse contratou um atacante no início da temporada,Toulouse a recruté un attaquant en début de saison,Toulouse hat zu Beginn der Saison einen Stürmer verpflichtet,Тулуза подписала нападающего в начале сезона,图卢兹在赛季初签下了一名前锋,टूलूज़ ने सीज़न की शुरुआत में एक स्ट्राइकर पर हस्ताक्षर किए
Q_1874,تعاقد تولوز مع لاعب خط وسط في بداية الموسم,Toulouse sign midfielder at start of season,Toulouse fichó un centrocampista a principios de temporada,,Toulouse contratou um meio-campista no início da temporada,Toulouse a recruté un milieu de terrain en début de saison,Toulouse hat zu Beginn der Saison einen Mittelfeldspieler verpflichtet,Тулуза подписала полузащитника в начале сезона,图卢兹在赛季初签下了一名中场球员,टूलूज़ ने सीज़न की शुरुआत में एक मिडफील्डर पर हस्ताक्षर किए
Q_1875,تعاقد تولوز مع لاعب مدافع في بداية الموسم,Toulouse signed a defender at the start of the season.,Toulouse fichó un defensa a principios de temporada,,Toulouse contratou um zagueiro no início da temporada,Toulouse a recruté un défenseur en début de saison,Toulouse hat zu Beginn der Saison einen Verteidiger verpflichtet,Тулуза подписала защитника в начале сезона,图卢兹在赛季初签下了一名后卫,टूलूज़ ने सीज़न की शुरुआत में एक डिफेंडर पर हस्ताक्षर किए
Q_1876,تعاقد تولوز مع حارس مرمى في بداية الموسم,Toulouse sign goalkeeper at start of season,Toulouse fichó un portero a principios de temporada,,Toulouse contratou um goleiro no início da temporada,Toulouse a recruté un gardien en début de saison,Toulouse hat zu Beginn der Saison einen Torwart verpflichtet,Тулуза подписала вратаря в начале сезона,图卢兹在赛季初签下了一名门将,टूलूज़ ने सीज़न की शुरुआत में एक गोलकीपर के साथ अनुबंध किया
Q_1877,سجل احد لاعبي تولوز اول اهداف مع الفريق ضد باريس سان جيرمان هذا الموسم,A Toulouse player scored his first goal for the team against Paris Saint-Germain this season.,Uno de los jugadores del Toulouse marcó su primer gol con el equipo ante el Paris Saint-Germain esta temporada,,Um dos jogadores do Toulouse marcou seu primeiro gol pelo time contra o Paris Saint-Germain nesta temporada,L'un des joueurs toulousains a marqué son premier but avec l'équipe contre le Paris Saint-Germain cette saison,Einer der Spieler von Toulouse erzielte in dieser Saison sein erstes Tor mit der Mannschaft gegen Paris Saint-Germain,Один из игроков «Тулузы» забил свой первый гол за команду в матче против «Пари Сен-Жермен» в этом сезоне.,图卢兹的一名球员在对阵巴黎圣日耳曼的比赛中攻入了他本赛季的第一个进球,टूलूज़ के खिलाड़ियों में से एक ने इस सीज़न में पेरिस सेंट-जर्मेन के खिलाफ टीम के साथ अपना पहला गोल किया
Q_1878,احد لاعبي فريق تولوز قادم من اكاديمية النادي,One of the Toulouse players coming from the club's academy,Uno de los jugadores del Toulouse procede de la cantera del club,,Um dos jogadores do Toulouse vem da academia do clube,Un des joueurs toulousains est issu du centre de formation du club,Einer der Toulouse-Spieler kommt aus der Akademie des Vereins,Один из игроков «Тулузы» воспитанник академии клуба.,图卢兹的一名球员来自俱乐部的青训学院,टूलूज़ खिलाड़ियों में से एक क्लब की अकादमी से आता है
Q_1879,حافظ تولوز على نضافة شباكه في اول 3 مباريات بالدوري,Toulouse kept a clean sheet in their first 3 league matches.,Toulouse mantuvo su portería a cero en sus primeros 3 partidos de liga,,O Toulouse não sofreu golos nos três primeiros jogos do campeonato,Toulouse a gardé sa cage inviolée lors de ses 3 premiers matches de championnat,drei Ligaspielen ohne Gegentor,«Тулуза» сохранила ворота сухими в своих первых трех матчах чемпионата.,3场联赛保持不失球,3 लीग मैचों में क्लीन शीट बरकरार रखी
Q_1880,لاعب اساسي في تشكيلة فريق تولوز أصيب بداية الموسم,A key player in the Toulouse squad who was injured at the start of the season.,Un jugador clave de la plantilla del Toulouse se lesionó a principios de temporada,,Um jogador importante do elenco do Toulouse se machucou no início da temporada,Un joueur clé de l'effectif toulousain s'est blessé en début de saison,Ein Schlüsselspieler im Kader von Toulouse verletzte sich zu Beginn der Saison,Ключевой игрок команды «Тулузы» получил травму в начале сезона,图卢兹队的一名关键球员在赛季初受伤,सीज़न की शुरुआत में टूलूज़ टीम का एक प्रमुख खिलाड़ी घायल हो गया था
Q_1881,يحتل فريق بريست المراكز ال 4 الأولى في الدوري,Brest team occupies the top 4 places in the league,Brest ocupa el top 4 de la liga,,Brest ocupa o top 4 da liga,Brest occupe le top 4 du championnat,Brest belegt die Top 4 der Liga,Брест занимает четвёрку лучших в лиге,布雷斯特位列联赛前4,ब्रेस्ट लीग में शीर्ष 4 में है
Q_1882,يحتل فريق بريست المراكز ال 4 الثانية في الدوري,Brest team occupies the second 4 places in the league,Brest ocupa el segundo cuarto lugar en la liga,,Brest ocupa o segundo 4º lugar na liga,Brest occupe la deuxième 4ème place du championnat,Brest belegt den zweiten und vierten Platz in der Liga,Брест занимает второе 4-е место в лиге,布雷斯特位列联赛第2位第4位,ब्रेस्ट लीग में दूसरे चौथे स्थान पर है
Q_1883,يحتل فريق بريست المراكز ال 4 الثالثة في الدوري,Brest team occupies the third 4 places in the league,Brest ocupa el cuarto lugar en la liga,,Brest ocupa o 4º lugar na liga,Brest se classe 4ème du championnat,Brest belegt den 4. Platz in der Liga,Брест занимает 4-е место в чемпионате.,布雷斯特联赛排名第4,ब्रेस्ट लीग में चौथे स्थान पर है
Q_1884,يحتل فريق بريست المراكز ال 4 الأخيرة في الدوري,Brest team occupies the last 4 places in the league.,Brest ocupa las últimas 4 plazas de la liga,,Brest ocupa os últimos 4 lugares do campeonato,Brest occupe les 4 dernières places du championnat,Brest belegt die letzten 4 Plätze in der Liga,Брест занимает 4 последних места в лиге.,布雷斯特位列联赛倒数4位,ब्रेस्ट लीग में अंतिम 4 स्थानों पर काबिज है
Q_1885,فاز بريست في مباراته ضد فريق باريس سان جيرمان,Brest won their match against Paris Saint-Germain.,Brest ganó su partido contra el Paris Saint-Germain,,Brest venceu a partida contra o Paris Saint-Germain,Brest a remporté son match contre le Paris Saint-Germain,Brest gewann sein Spiel gegen Paris Saint-Germain,«Брест» выиграл матч у «Пари Сен-Жермен».,布雷斯特在对阵巴黎圣日耳曼的比赛中获胜,ब्रेस्ट ने पेरिस सेंट-जर्मेन के खिलाफ अपना मैच जीता
Q_1886,خسر بريست في مباراته ضد فريق مارسيليا,Brest lost their match against Marseille.,Brest perdió en su partido contra Marsella,,Brest perdeu na partida contra o Marselha,Brest a perdu lors de son match contre Marseille,Brest verlor im Spiel gegen Marseille,«Брест» проиграл «Марселю»,布雷斯特在对阵马赛的比赛中失利,ब्रेस्ट मार्सिले के खिलाफ अपने मैच में हार गया
Q_1887,تعادل بريست في مباراته ضد فريق موناكو,Brest drew against Monaco,Brest empató su partido contra Mónaco,,Brest empatou a partida contra o Mônaco,Brest a égalisé face à Monaco,Brest hat sein Spiel gegen Monaco unentschieden gespielt,Брест сравнял счет в матче с Монако,布雷斯特队与摩纳哥队战平,ब्रेस्ट ने मोनाको के खिलाफ अपना मैच टाई कराया
Q_1888,سجل بريست اكثر من 3 اهداف في مباراته ضد فريق تولوز,Brest scored more than 3 goals in their match against Toulouse.,Brest marcó más de 3 goles en su partido contra Toulouse,,Brest marcou mais de 3 gols em sua partida contra o Toulouse,Brest a marqué plus de 3 buts lors de son match contre Toulouse,Brest erzielte in seinem Spiel gegen Toulouse mehr als drei Tore,Брест забил больше 3- х голов в матче с «Тулузой»,在对阵图卢兹的比赛中进球数超过3个,टूलूज़ के विरुद्ध अपने मैच में 3 से अधिक गोल किये
Q_1889,سجل بريست اكثر من 2 اهداف في مباراته ضد فريق ليل,Brest scored more than 2 goals in their match against Lille.,Brest marcó más de 2 goles en su partido contra el Lille,,Brest marcou mais de 2 gols em sua partida contra o Lille,Brest a marqué plus de 2 buts lors de son match contre Lille,Brest erzielte in seinem Spiel gegen Lille mehr als zwei Tore,Брест забил больше 2- х голов в матче с «Лиллем»,在对阵里尔的比赛中进球数超过2个,लिली के विरुद्ध अपने मैच में 2 से अधिक गोल किये
Q_1890,سجل بريست اكثر من هدف في مباراته ضد فريق رين,Brest scored more than one goal in their match against Rennes.,Brest marcó más de un gol en su partido contra Rennes,,Brest marcou mais de um gol na partida contra o Rennes,Brest a marqué plus d'un but lors de son match contre Rennes,Brest erzielte in seinem Spiel gegen Rennes mehr als ein Tor,Брест забил больше одного гола в матче против Ренна,布雷斯特在对阵雷恩的比赛中攻入不止一球,ब्रेस्ट ने रेन्नेस के विरुद्ध अपने मैच में एक से अधिक गोल किये
Q_1891,فاز فريق بريست في أول مباراة له بالدوري,Brest won their first league match.,Brest ganó su primer partido de liga,,Brest venceu sua primeira partida do campeonato,Brest a remporté son premier match de championnat,Brest gewann sein erstes Ligaspiel,Брест выиграл свой первый матч в чемпионате,布雷斯特赢得了他们的第一场联赛比赛,ब्रेस्ट ने अपना पहला लीग मैच जीता
Q_1892,تعادل فريق بريست في أول مباراة له بالدوري,Brest draw in their first league match,Brest empató en su primer partido de liga,,Brest empatou na primeira partida do campeonato,Brest a fait match nul lors de son premier match de championnat,Brest hat in seinem ersten Ligaspiel unentschieden gespielt,Брест сыграл вничью в своем первом матче чемпионата,布雷斯特在首场联赛中战平,ब्रेस्ट ने अपना पहला लीग मैच ड्रा खेला
Q_1893,خسر فريق بريست في اول مباراة له بالدوري,Brest lost their first league match.,Brest perdió en su primer partido de liga,,Brest perdeu no primeiro jogo do campeonato,Brest a perdu son premier match de championnat,Brest verlor im ersten Ligaspiel,Брест проиграл в своем первом матче чемпионата,布雷斯特在首场联赛中失利,ब्रेस्ट अपने पहले लीग मैच में हार गए
Q_1894,لم يتلقى فريق بريست اي هدف في شباكه في مباراته ضد فريق نيس,Brest did not concede a single goal against Nice.,Brest no encajó ningún gol en su partido contra el Niza,,O Brest não sofreu nenhum gol na partida contra o Nice,Brest n'a encaissé aucun but lors de son match contre Nice,Brest kassierte im Spiel gegen Nizza keine Gegentore,«Брест» не пропустил ни одного гола в матче с «Ниццей».,布雷斯特在对阵尼斯的比赛中没有丢球,ब्रेस्ट ने नीस के विरुद्ध अपने मैच में कोई गोल नहीं खाया
Q_1895,تلقى بريست هدفا في شباكه في مباراته ضد فريق ستاد رين,Brest conceded a goal against Stade Rennais.,El Brest encajó un gol en su partido contra el Stade Rennes,,Brest sofreu um gol na partida contra o Stade Rennes,Brest a encaissé un but lors de son match contre le Stade rennais,Brest kassierte im Spiel gegen Stade Rennes ein Gegentor,Брест пропустил гол в матче против Ренна,布雷斯特在对阵雷恩球场的比赛中失球,ब्रेस्ट ने स्टेड रेनेस के खिलाफ अपने मैच में एक गोल खाया
Q_1896,تلقى بريست هدفين في شباكه في مباراته ضد فريق موناكو,Brest conceded two goals against Monaco.,El Brest encajó dos goles en su partido contra el Mónaco,,Brest sofreu dois gols na partida contra o Mônaco,Brest a encaissé deux buts lors de son match contre Monaco,Brest kassierte im Spiel gegen Monaco zwei Gegentore,Брест пропустил два гола в матче с Монако,布雷斯特在对阵摩纳哥的比赛中丢了两个球,ब्रेस्ट ने मोनाको के खिलाफ अपने मैच में दो गोल खाए
Q_1897,تلقى بريست في مباراته ضد فريق مارسيليا ثلاث اهداف,Brest conceded three goals in their match against Marseille.,"En su partido contra el Marsella, el Brest sufrió tres goles",,"Na partida contra o Marselha, o Brest sofreu três gols","Lors de son match contre Marseille, Brest a encaissé trois buts",Im Spiel gegen Marseille kassierte Brest drei Gegentore,В матче с «Марселем» Брест пропустил три гола.,布雷斯特在对阵马赛的比赛中丢了三个球,मार्सिले के विरुद्ध अपने मैच में ब्रेस्ट ने तीन गोल खाए
Q_1898,في التشكيلة الأساسية لفريق بريست يوجد 3 لاعبين يحملون الجنسية الفرنسية,In the starting line-up of Brest team there are 3 players with French nationality,En el once inicial del Brest hay 3 jugadores de nacionalidad francesa,,No time titular do Brest há 3 jogadores de nacionalidade francesa,"Dans le onze de départ de Brest, on retrouve 3 joueurs de nationalité française",In der Startelf von Brest stehen drei Spieler mit französischer Nationalität,В стартовом составе Бреста три игрока с французским гражданством.,布雷斯特首发阵容中有3名法国籍球员,ब्रेस्ट की शुरुआती लाइनअप में फ्रांसीसी राष्ट्रीयता वाले 3 खिलाड़ी हैं
Q_1899,في خط هجوم فريق بريست يوجد لاعب يحمل الجنسية التونسية,In the attacking line of the Brest team there is a player with Tunisian nationality,En la línea de ataque del Brest hay un jugador de nacionalidad tunecina,,Na linha de ataque do Brest está um jogador de nacionalidade tunisina,Dans la ligne offensive de Brest se trouve un joueur de nationalité tunisienne,In der Angriffsreihe von Brest steht ein Spieler mit tunesischer Nationalität,В линии нападения Бреста есть игрок тунисской национальности,布雷斯特攻击线上有一名突尼斯籍球员,ब्रेस्ट आक्रमण पंक्ति में ट्यूनीशियाई राष्ट्रीयता वाला एक खिलाड़ी है
Q_1900,حارس فريق بريست يحمل الجنسية البلجيكية,Brest goalkeeper holds Belgian nationality,El portero del Brest tiene la nacionalidad belga,,O goleiro do Brest tem nacionalidade belga,Le gardien brestois est de nationalité belge,Der Torhüter von Brest besitzt die belgische Staatsangehörigkeit,Вратарь Бреста имеет гражданство Бельгии.,布雷斯特门将拥有比利时国籍,ब्रेस्ट गोलकीपर बेल्जियम की राष्ट्रीयता रखता है
Q_1901,مدرب فريق بريست يحمل الجنسية البرتغالية,Brest team coach holds Portuguese nationality,El entrenador del equipo de Brest tiene la nacionalidad portuguesa,,O treinador da equipa de Brest tem nacionalidade portuguesa,L'entraîneur de l'équipe de Brest est de nationalité portugaise,Der Trainer der Brest-Mannschaft besitzt die portugiesische Staatsangehörigkeit,Тренер брестской команды имеет португальское гражданство,布雷斯特队主帅拥有葡萄牙国籍,ब्रेस्ट टीम के कोच पुर्तगाली राष्ट्रीयता रखते हैं
Q_1902,لا يوجد اي لاعب فوق سن التلاثين في فريق بريست,There is no player over the age of 30 in the Brest team.,No hay jugadores mayores de treinta años en el equipo de Brest,,Não há jogadores com mais de trinta anos na equipe de Brest,Il n'y a aucun joueur de plus de trente ans dans l'équipe de Brest,Im Brest-Team gibt es keine Spieler über dreißig,В брестской команде нет игроков старше тридцати лет.,布雷斯特队中没有年龄超过三十岁的球员,ब्रेस्ट टीम में तीस वर्ष से अधिक उम्र का कोई खिलाड़ी नहीं है
Q_1903,في التشكيلة الرئيسية لفريق بريست لاعب تحت 18 عام,In the starting lineup of Brest U18 player,En la alineación principal del equipo de Brest hay un jugador sub- 18,,Na escalação principal da equipe do Brest está um jogador sub- 18,Dans l'effectif principal de l'équipe de Brest se trouve un joueur de moins de 18 ans,In der Hauptaufstellung des Brest-Teams befindet sich ein Spieler unter 18 Jahren,В основном составе брестской команды — игрок до 18 лет.,布雷斯特队主力阵容中有一名18岁以下球员,ब्रेस्ट टीम की मुख्य लाइनअप में एक अंडर -18 खिलाड़ी है
Q_1904,يلعب فريق بريست هذا الموسم في دوري أبطال أوروبا,Brest plays in the Champions League this season.,Esta temporada el Brest juega la liga de Campeones.,,"Nesta temporada, o Brest está jogando na Liga dos Campeões","Cette saison, Brest joue la Ligue des Champions",In dieser Saison spielt Brest in der Champions League,В этом сезоне Брест играет в Лиге чемпионов.,本赛季布雷斯特征战欧冠联赛,इस सीज़न में ब्रेस्ट चैंपियंस लीग में खेल रहे हैं
Q_1905,يلعب فريق بريست هذا الموسم في الدوري الأوروبي,Brest plays in the Europa League this season.,Esta temporada el Brest juega la Europa League.,,"Nesta temporada, o Brest está jogando na Liga Europa","Cette saison, Brest joue en Ligue Europa",In dieser Saison spielt Brest in der Europa League,В этом сезоне Брест выступает в Лиге Европы.,本赛季布雷斯特征战欧罗巴联赛,इस सीज़न में ब्रेस्ट यूरोपा लीग में खेल रहे हैं
Q_1906,يلعب فريق بريست هذا الموسم في دوري المؤتمرات,Brest plays in the Conference League this season.,Esta temporada Brest juega en la Conference League.,,"Nesta temporada, o Brest joga na Conference League","Cette saison, Brest évolue en Conference League",In dieser Saison spielt Brest in der Conference League,В этом сезоне Брест выступает в Конференц-лиге,本赛季，布雷斯特参加分区联赛,"इस सीज़न में, ब्रेस्ट कॉन्फ्रेंस लीग में खेलता है"
Q_1907,لم يلعب أي لاعب من التشكيلة الحالية ل بريست كأس العالم,No player from Brest's current squad has played in the World Cup.,Ningún jugador de la actual plantilla del Brest ha disputado el Mundial,,Nenhum jogador da atual seleção do Brest disputou a Copa do Mundo,Aucun joueur de l'effectif actuel de Brest n'a disputé la Coupe du monde,Kein Spieler aus Brests aktuellem Kader hat an der Weltmeisterschaft teilgenommen,Ни один игрок нынешнего состава Бреста на чемпионате мира не играл.,布雷斯特目前阵容中没有球员参加过世界杯,ब्रेस्ट की मौजूदा टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है
Q_1908,لعب أحد لاعبي التشكيلة الحلية ل بريست كأس العالم,One of the players in the Brest squad played in the World Cup.,Jugó con uno de los jugadores del seleccionado para el Mundial de Brest.,,Ele jogou com um dos jogadores da seleção selecionada para a Copa do Mundo de Brest,Il a joué l'un des joueurs de l'équipe sélectionnée pour la Coupe du monde de Brest,Er spielte einen der Spieler des ausgewählten Kaders für die Weltmeisterschaft in Brest,Играл в составе одного из игроков сборной на чемпионат мира в Бресте.,他是布雷斯特世界杯入选名单的球员之一,उन्होंने ब्रेस्ट विश्व कप के लिए चयनित टीम के खिलाड़ियों में से एक की भूमिका निभाई
Q_1909,في الموسم الماضي لعب بريست في دوري أبطال أوروبا,Last season Brest played in the Champions League.,La temporada pasada el Brest jugó en la Liga de Campeones.,,Na temporada passada o Brest disputou a Liga dos Campeões,"La saison dernière, Brest a joué la Ligue des Champions",Letzte Saison spielte Brest in der Champions League,В прошлом сезоне Брест выступал в Лиге Чемпионов.,上赛季布雷斯特参加了欧洲冠军联赛,पिछले सीज़न में ब्रेस्ट चैंपियंस लीग में खेले थे
Q_1910,في الموسم الماضي لعب بريست في الدوري الأوروبي,Last season Brest played in the Europa League.,La temporada pasada el Brest jugó en la Europa League,,Na última temporada o Brest disputou a Liga Europa,"La saison dernière, Brest a joué en Ligue Europa",Letzte Saison spielte Brest in der Europa League,В прошлом сезоне Брест выступал в Лиге Европы.,布雷斯特上赛季参加了欧罗巴联赛,पिछले सीज़न में ब्रेस्ट यूरोपा लीग में खेले थे
Q_1911,في الموسم الماضي لعب بريست في دوري المؤتمرات,Last season Brest played in the Conference League.,La temporada pasada Brest jugó en la Conference League.,,Na última temporada o Brest disputou a Conference League,"La saison dernière, Brest a joué en Conference League",Letzte Saison spielte Brest in der Conference League,В прошлом сезоне Брест выступал в Лиге конференций.,上赛季布雷斯特参加了分区联赛,पिछले सीज़न में ब्रेस्ट कॉन्फ्रेंस लीग में खेले थे
Q_1912,تعاقد بريست مع مدرب في بداية الموسم,Brest signed a coach at the start of the season.,Brest contrató a un entrenador a principios de temporada,,Brest contratou um treinador no início da temporada,Brest a embauché un entraîneur en début de saison,Brest stellte zu Beginn der Saison einen Trainer ein,Брест нанял тренера в начале сезона,布雷斯特在赛季初聘请了一名教练,ब्रेस्ट ने सीज़न की शुरुआत में एक कोच नियुक्त किया
Q_1913,تعاقد بريست مع لاعب مهاجم في بداية الموسم,Brest signed a striker at the start of the season.,Brest fichó un delantero al inicio de temporada,,Brest contratou um atacante no início da temporada,Brest a recruté un attaquant en début de saison,Brest hat zu Beginn der Saison einen Stürmer verpflichtet,Брест подписал нападающего на старте сезона,布雷斯特在赛季初签下了一名前锋,ब्रेस्ट ने सीज़न की शुरुआत में एक स्ट्राइकर पर हस्ताक्षर किए
Q_1914,تعاقد بريست مع لاعب خط وسط في بداية الموسم,Brest signed a midfielder at the start of the season.,Brest fichó un centrocampista a principios de temporada,,Brest contratou um meio-campista no início da temporada,Brest a recruté un milieu de terrain en début de saison,Brest hat zu Beginn der Saison einen Mittelfeldspieler verpflichtet,Брест подписал полузащитника на старте сезона,布雷斯特在赛季初签下了一名中场球员,ब्रेस्ट ने सीज़न की शुरुआत में एक मिडफील्डर पर हस्ताक्षर किए
Q_1915,تعاقد بريست مع لاعب مدافع في بداية الموسم,Brest signed a defender at the start of the season.,Brest fichó un defensa al inicio de temporada,,Brest contratou um zagueiro no início da temporada,Brest a recruté un défenseur en début de saison,Brest hat zu Beginn der Saison einen Verteidiger verpflichtet,Брест подписал защитника на старте сезона,布雷斯特在赛季初签下了一名后卫,सीज़न की शुरुआत में ब्रेस्ट ने एक डिफेंडर पर हस्ताक्षर किए
Q_1916,تعاقد بريست مع حارس مرمى في بداية الموسم,Brest signed a goalkeeper at the start of the season.,Brest fichó un portero al inicio de temporada,,Brest contratou um goleiro no início da temporada,Brest a recruté un gardien en début de saison,Brest hat zu Beginn der Saison einen Torwart verpflichtet,Брест подписал вратаря на старте сезона,布雷斯特在赛季初签下了一名门将,सीज़न की शुरुआत में ब्रेस्ट ने एक गोलकीपर के साथ अनुबंध किया
Q_1917,سجل احد لاعبي بريست اول اهداف مع الفريق ضد باريس سان جيرمان هذا الموسم,A Brest player scored his first goal for the team against Paris Saint-Germain this season.,Uno de los jugadores del Brest marcó su primer gol con el equipo ante el Paris Saint-Germain esta temporada,,Um dos jogadores do Brest marcou seu primeiro gol pelo time contra o Paris Saint-Germain nesta temporada,L'un des joueurs brestois a inscrit son premier but avec l'équipe face au Paris Saint-Germain cette saison,Einer der Spieler von Brest erzielte in dieser Saison sein erstes Tor mit der Mannschaft gegen Paris Saint-Germain,Один из игроков Бреста забил свой первый гол за команду в матче против «Пари Сен-Жермен» в этом сезоне,布雷斯特的一名球员在本赛季对阵巴黎圣日耳曼的比赛中攻入了他在球队的第一个进球,ब्रेस्ट के खिलाड़ियों में से एक ने इस सीज़न में पेरिस सेंट-जर्मेन के खिलाफ टीम के साथ अपना पहला गोल किया
Q_1918,احد لاعبي فريق بريست قادم من أكاديمية النادي,One of the Brest team players coming from the club's academy,Uno de los jugadores del Brest procede de la cantera del Club,,Um dos jogadores do Brest vem da academia do clube,Un des joueurs brestois est issu du centre de formation du club,Einer der Spieler von Brest kommt aus der Akademie des Klubs,Один из игроков Бреста воспитанник академии клуба,布雷斯特的一名球员来自俱乐部的青训学院,ब्रेस्ट का एक खिलाड़ी क्लब की अकादमी से आता है
Q_1919,حافظ بريست على نضافة شباكه في أول 3 مباريات بالدوري,Brest kept a clean sheet in their first 3 league matches.,Brest mantuvo un gol en los primeros 3 partidos de liga,,Brest manteve um gol nos primeiros 3 jogos do campeonato,Brest a gardé un but lors des 3 premiers matches de championnat,Brest erzielte in den ersten drei Ligaspielen ein Tor,Брест сохранил гол в первых трёх матчах чемпионата,3场联赛保持进球,ब्रेस्ट ने पहले 3 लीग मैचों में एक गोल रखा
Q_1920,لاعب أساسي في تشكيلة فريق بريست أصيب بداية الموسم,A key player in Brest's squad who was injured at the start of the season.,Un jugador clave de la plantilla del Brest se lesionó a principios de temporada,,Um jogador importante do elenco do Brest se machucou no início da temporada,Un joueur clé du groupe brestois s'est blessé en début de saison,Ein Schlüsselspieler im Kader von Brest verletzte sich zu Beginn der Saison,Ключевой игрок брестской команды получил травму в начале сезона,布雷斯特队的一名关键球员在赛季初受伤,सीज़न की शुरुआत में ब्रेस्ट की टीम का एक प्रमुख खिलाड़ी घायल हो गया था
Q_1921,يحتل فريق رين المراكز ال 4 الأولى في الدوري,Rennes are in the top 4 in the league.,Rennes se sitúa entre los 4 primeros de la liga,,Rennes ocupa o 4º lugar na liga,Rennes se classe dans le top 4 du championnat,Rennes rangiert unter den Top 4 der Liga,Ренн занимает четвертое место в лиге,雷恩排名联赛前4,रेन्नेस लीग में शीर्ष 4 स्थान पर है
Q_1922,يحتل فريق رين المراكز ال 4 الثانية في الدوري,Rennes are in the second 4th place in the league.,Rennes ocupa el cuarto lugar en la liga,,Rennes ocupa o 4º lugar na liga,Rennes se classe 4ème du championnat,Rennes belegt den 4. Platz in der Liga,Ренн занимает 4-е место в лиге.,雷恩排名联赛第4位,रेनेस लीग में चौथे स्थान पर हैं
